Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"QCL","Crops and livestock products","5204","Central America","5312","Area harvested","236","Soybeans","1983","1983","ha","397919","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5207","South America","5312","Area harvested","236","Soybeans","1983","1983","ha","11107762","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5300","Asia","5312","Area harvested","236","Soybeans","1983","1983","ha","10088562","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5400","Europe","5312","Area harvested","236","Soybeans","1983","1983","ha","1360267","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5500","Oceania","5312","Area harvested","236","Soybeans","1983","1983","ha","48361","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5000","World","5312","Area harvested","236","Soybeans","1984","1984","ha","52939196","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5312","Area harvested","236","Soybeans","1984","1984","ha","383178","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5312","Area harvested","236","Soybeans","1984","1984","ha","27160008","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5204","Central America","5312","Area harvested","236","Soybeans","1984","1984","ha","398561","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5207","South America","5312","Area harvested","236","Soybeans","1984","1984","ha","13106007","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5300","Asia","5312","Area harvested","236","Soybeans","1984","1984","ha","10496786","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5400","Europe","5312","Area harvested","236","Soybeans","1984","1984","ha","1346515","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5500","Oceania","5312","Area harvested","236","Soybeans","1984","1984","ha","48141","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5000","World","5312","Area harvested","236","Soybeans","1985","1985","ha","53063617","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5312","Area harvested","236","Soybeans","1985","1985","ha","370824","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5312","Area harvested","236","Soybeans","1985","1985","ha","25327000","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5204","Central America","5312","Area harvested","236","Soybeans","1985","1985","ha","488311","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5207","South America","5312","Area harvested","236","Soybeans","1985","1985","ha","14306833","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5300","Asia","5312","Area harvested","236","Soybeans","1985","1985","ha","11125807","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5400","Europe","5312","Area harvested","236","Soybeans","1985","1985","ha","1381754","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5500","Oceania","5312","Area harvested","236","Soybeans","1985","1985","ha","63088","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5000","World","5312","Area harvested","236","Soybeans","1986","1986","ha","51896341","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5312","Area harvested","236","Soybeans","1986","1986","ha","390659","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5312","Area harvested","236","Soybeans","1986","1986","ha","23974400","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5204","Central America","5312","Area harvested","236","Soybeans","1986","1986","ha","392889","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5207","South America","5312","Area harvested","236","Soybeans","1986","1986","ha","13250034","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5300","Asia","5312","Area harvested","236","Soybeans","1986","1986","ha","12305617","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5400","Europe","5312","Area harvested","236","Soybeans","1986","1986","ha","1511715","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5500","Oceania","5312","Area harvested","236","Soybeans","1986","1986","ha","71027","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5000","World","5312","Area harvested","236","Soybeans","1987","1987","ha","52541951","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5312","Area harvested","236","Soybeans","1987","1987","ha","522550","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5312","Area harvested","236","Soybeans","1987","1987","ha","23597000","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5204","Central America","5312","Area harvested","236","Soybeans","1987","1987","ha","490811","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5207","South America","5312","Area harvested","236","Soybeans","1987","1987","ha","13583035","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5300","Asia","5312","Area harvested","236","Soybeans","1987","1987","ha","12403751","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5400","Europe","5312","Area harvested","236","Soybeans","1987","1987","ha","1890376","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5500","Oceania","5312","Area harvested","236","Soybeans","1987","1987","ha","54428","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5000","World","5312","Area harvested","236","Soybeans","1988","1988","ha","54861083","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5312","Area harvested","236","Soybeans","1988","1988","ha","668070","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5312","Area harvested","236","Soybeans","1988","1988","ha","23751000","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5204","Central America","5312","Area harvested","236","Soybeans","1988","1988","ha","163246","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5207","South America","5312","Area harvested","236","Soybeans","1988","1988","ha","15918789","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5300","Asia","5312","Area harvested","236","Soybeans","1988","1988","ha","12388768","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5400","Europe","5312","Area harvested","236","Soybeans","1988","1988","ha","1927757","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5500","Oceania","5312","Area harvested","236","Soybeans","1988","1988","ha","43453","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5000","World","5312","Area harvested","236","Soybeans","1989","1989","ha","58647478","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5312","Area harvested","236","Soybeans","1989","1989","ha","976569","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5312","Area harvested","236","Soybeans","1989","1989","ha","24572508","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5204","Central America","5312","Area harvested","236","Soybeans","1989","1989","ha","512786","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5207","South America","5312","Area harvested","236","Soybeans","1989","1989","ha","17354116","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5300","Asia","5312","Area harvested","236","Soybeans","1989","1989","ha","12999868","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5400","Europe","5312","Area harvested","236","Soybeans","1989","1989","ha","2160919","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5500","Oceania","5312","Area harvested","236","Soybeans","1989","1989","ha","70712","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5000","World","5312","Area harvested","236","Soybeans","1990","1990","ha","57209429","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5312","Area harvested","236","Soybeans","1990","1990","ha","1034300","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5312","Area harvested","236","Soybeans","1990","1990","ha","23352608","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5204","Central America","5312","Area harvested","236","Soybeans","1990","1990","ha","309996","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5207","South America","5312","Area harvested","236","Soybeans","1990","1990","ha","17725284","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5300","Asia","5312","Area harvested","236","Soybeans","1990","1990","ha","12879686","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5400","Europe","5312","Area harvested","236","Soybeans","1990","1990","ha","1858304","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5500","Oceania","5312","Area harvested","236","Soybeans","1990","1990","ha","49251","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5000","World","5312","Area harvested","236","Soybeans","1991","1991","ha","54026137","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5312","Area harvested","236","Soybeans","1991","1991","ha","813712","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5312","Area harvested","236","Soybeans","1991","1991","ha","24074470","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5204","Central America","5312","Area harvested","236","Soybeans","1991","1991","ha","366308","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5207","South America","5312","Area harvested","236","Soybeans","1991","1991","ha","15303690","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5300","Asia","5312","Area harvested","236","Soybeans","1991","1991","ha","12807587","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5400","Europe","5312","Area harvested","236","Soybeans","1991","1991","ha","620490","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5500","Oceania","5312","Area harvested","236","Soybeans","1991","1991","ha","39880","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5000","World","5312","Area harvested","236","Soybeans","1992","1992","ha","56038461","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5312","Area harvested","236","Soybeans","1992","1992","ha","833478","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5312","Area harvested","236","Soybeans","1992","1992","ha","24189210","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5204","Central America","5312","Area harvested","236","Soybeans","1992","1992","ha","345409","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5207","South America","5312","Area harvested","236","Soybeans","1992","1992","ha","15336771","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5300","Asia","5312","Area harvested","236","Soybeans","1992","1992","ha","13838914","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5400","Europe","5312","Area harvested","236","Soybeans","1992","1992","ha","1465068","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5500","Oceania","5312","Area harvested","236","Soybeans","1992","1992","ha","29611","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5000","World","5312","Area harvested","236","Soybeans","1993","1993","ha","59469034","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5312","Area harvested","236","Soybeans","1993","1993","ha","817586","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5312","Area harvested","236","Soybeans","1993","1993","ha","23939470","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5204","Central America","5312","Area harvested","236","Soybeans","1993","1993","ha","261460","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5207","South America","5312","Area harvested","236","Soybeans","1993","1993","ha","16748450","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5300","Asia","5312","Area harvested","236","Soybeans","1993","1993","ha","16527655","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5400","Europe","5312","Area harvested","236","Soybeans","1993","1993","ha","1144174","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5500","Oceania","5312","Area harvested","236","Soybeans","1993","1993","ha","30239","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5000","World","5312","Area harvested","236","Soybeans","1994","1994","ha","62426913","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5312","Area harvested","236","Soybeans","1994","1994","ha","878434","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5312","Area harvested","236","Soybeans","1994","1994","ha","25429890","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5204","Central America","5312","Area harvested","236","Soybeans","1994","1994","ha","313144","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5207","South America","5312","Area harvested","236","Soybeans","1994","1994","ha","18445472","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5300","Asia","5312","Area harvested","236","Soybeans","1994","1994","ha","16220784","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5400","Europe","5312","Area harvested","236","Soybeans","1994","1994","ha","1098556","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5500","Oceania","5312","Area harvested","236","Soybeans","1994","1994","ha","40633","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5000","World","5312","Area harvested","236","Soybeans","1995","1995","ha","62436100","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5312","Area harvested","236","Soybeans","1995","1995","ha","924287","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5312","Area harvested","236","Soybeans","1995","1995","ha","25730240","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5204","Central America","5312","Area harvested","236","Soybeans","1995","1995","ha","163038","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5207","South America","5312","Area harvested","236","Soybeans","1995","1995","ha","18912330","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5300","Asia","5312","Area harvested","236","Soybeans","1995","1995","ha","15743243","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5400","Europe","5312","Area harvested","236","Soybeans","1995","1995","ha","945175","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5500","Oceania","5312","Area harvested","236","Soybeans","1995","1995","ha","17787","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5000","World","5312","Area harvested","236","Soybeans","1996","1996","ha","61006112","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5312","Area harvested","236","Soybeans","1996","1996","ha","803726","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5312","Area harvested","236","Soybeans","1996","1996","ha","26498910","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5204","Central America","5312","Area harvested","236","Soybeans","1996","1996","ha","79813","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5207","South America","5312","Area harvested","236","Soybeans","1996","1996","ha","17609183","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5300","Asia","5312","Area harvested","236","Soybeans","1996","1996","ha","15027240","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5400","Europe","5312","Area harvested","236","Soybeans","1996","1996","ha","963437","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5500","Oceania","5312","Area harvested","236","Soybeans","1996","1996","ha","23803","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5000","World","5312","Area harvested","236","Soybeans","1997","1997","ha","66864212","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5312","Area harvested","236","Soybeans","1997","1997","ha","840813","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5312","Area harvested","236","Soybeans","1997","1997","ha","29027730","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5204","Central America","5312","Area harvested","236","Soybeans","1997","1997","ha","158719","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5207","South America","5312","Area harvested","236","Soybeans","1997","1997","ha","19413537","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5300","Asia","5312","Area harvested","236","Soybeans","1997","1997","ha","16528847","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5400","Europe","5312","Area harvested","236","Soybeans","1997","1997","ha","855566","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5500","Oceania","5312","Area harvested","236","Soybeans","1997","1997","ha","39000","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5000","World","5312","Area harvested","236","Soybeans","1998","1998","ha","70889690","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5312","Area harvested","236","Soybeans","1998","1998","ha","922855","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5312","Area harvested","236","Soybeans","1998","1998","ha","29486870","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5204","Central America","5312","Area harvested","236","Soybeans","1998","1998","ha","124523","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5207","South America","5312","Area harvested","236","Soybeans","1998","1998","ha","21987576","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5300","Asia","5312","Area harvested","236","Soybeans","1998","1998","ha","17211191","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5400","Europe","5312","Area harvested","236","Soybeans","1998","1998","ha","1124975","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5500","Oceania","5312","Area harvested","236","Soybeans","1998","1998","ha","31700","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5000","World","5312","Area harvested","236","Soybeans","1999","1999","ha","71951557","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5312","Area harvested","236","Soybeans","1999","1999","ha","880933","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5312","Area harvested","236","Soybeans","1999","1999","ha","30322170","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5204","Central America","5312","Area harvested","236","Soybeans","1999","1999","ha","102974","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5207","South America","5312","Area harvested","236","Soybeans","1999","1999","ha","23109650","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5300","Asia","5312","Area harvested","236","Soybeans","1999","1999","ha","16461960","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5400","Europe","5312","Area harvested","236","Soybeans","1999","1999","ha","1025870","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5500","Oceania","5312","Area harvested","236","Soybeans","1999","1999","ha","48000","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5000","World","5312","Area harvested","236","Soybeans","2000","2000","ha","74166217","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5312","Area harvested","236","Soybeans","2000","2000","ha","898457","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5312","Area harvested","236","Soybeans","2000","2000","ha","30363490","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5204","Central America","5312","Area harvested","236","Soybeans","2000","2000","ha","85984","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5207","South America","5312","Area harvested","236","Soybeans","2000","2000","ha","24172861","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5300","Asia","5312","Area harvested","236","Soybeans","2000","2000","ha","17653950","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5400","Europe","5312","Area harvested","236","Soybeans","2000","2000","ha","935475","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5500","Oceania","5312","Area harvested","236","Soybeans","2000","2000","ha","56000","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5000","World","5312","Area harvested","236","Soybeans","2001","2001","ha","76675631","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5312","Area harvested","236","Soybeans","2001","2001","ha","953984","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5312","Area harvested","236","Soybeans","2001","2001","ha","30601150","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5204","Central America","5312","Area harvested","236","Soybeans","2001","2001","ha","89264","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5207","South America","5312","Area harvested","236","Soybeans","2001","2001","ha","26449561","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5300","Asia","5312","Area harvested","236","Soybeans","2001","2001","ha","17599745","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5400","Europe","5312","Area harvested","236","Soybeans","2001","2001","ha","948665","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5500","Oceania","5312","Area harvested","236","Soybeans","2001","2001","ha","33262","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5000","World","5312","Area harvested","236","Soybeans","2002","2002","ha","78830455","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5312","Area harvested","236","Soybeans","2002","2002","ha","989185","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5312","Area harvested","236","Soybeans","2002","2002","ha","30362610","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5204","Central America","5312","Area harvested","236","Soybeans","2002","2002","ha","74930","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5207","South America","5312","Area harvested","236","Soybeans","2002","2002","ha","29967912","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5300","Asia","5312","Area harvested","236","Soybeans","2002","2002","ha","16527738","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5400","Europe","5312","Area harvested","236","Soybeans","2002","2002","ha","875720","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5500","Oceania","5312","Area harvested","236","Soybeans","2002","2002","ha","32360","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5000","World","5312","Area harvested","236","Soybeans","2003","2003","ha","83469543","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5312","Area harvested","236","Soybeans","2003","2003","ha","1030869","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5312","Area harvested","236","Soybeans","2003","2003","ha","30378910","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5204","Central America","5312","Area harvested","236","Soybeans","2003","2003","ha","88376","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5207","South America","5312","Area harvested","236","Soybeans","2003","2003","ha","33288601","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5300","Asia","5312","Area harvested","236","Soybeans","2003","2003","ha","17591186","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5400","Europe","5312","Area harvested","236","Soybeans","2003","2003","ha","1085360","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5500","Oceania","5312","Area harvested","236","Soybeans","2003","2003","ha","6241","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5000","World","5312","Area harvested","236","Soybeans","2004","2004","ha","91511868","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5312","Area harvested","236","Soybeans","2004","2004","ha","1143328","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5312","Area harvested","236","Soybeans","2004","2004","ha","31103560","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5204","Central America","5312","Area harvested","236","Soybeans","2004","2004","ha","108158","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5207","South America","5312","Area harvested","236","Soybeans","2004","2004","ha","38880142","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5300","Asia","5312","Area harvested","236","Soybeans","2004","2004","ha","18981263","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5400","Europe","5312","Area harvested","236","Soybeans","2004","2004","ha","1268399","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5500","Oceania","5312","Area harvested","236","Soybeans","2004","2004","ha","27018","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5000","World","5312","Area harvested","236","Soybeans","2005","2005","ha","92442362","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5312","Area harvested","236","Soybeans","2005","2005","ha","1208843","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5312","Area harvested","236","Soybeans","2005","2005","ha","29999770","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5204","Central America","5312","Area harvested","236","Soybeans","2005","2005","ha","114626","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5207","South America","5312","Area harvested","236","Soybeans","2005","2005","ha","40234600","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5300","Asia","5312","Area harvested","236","Soybeans","2005","2005","ha","19270750","A","Aggregate, may include official, semi-official, estimated or calculated data"
